,name,company,year,Price,kms_driven,fuel_type
3599,Hyundai i10 Era,Hyundai,2008,199000,60000,Petrol
3600,Honda Amaze S i-Vtech,Honda,2017,425000,32006,Petrol
3601,Audi A6 2.7 TDI,Audi,2009,800000,78000,Diesel
3602,Hyundai i10 Magna 1.2 iTech SE,Hyundai,2011,295000,9489,Petrol
3603,Renault KWID RXT Optional,Renault,2018,350000,5000,Petrol
3604,Audi A4 New 2.0 TDI Multitronic,Audi,2012,1600000,60000,Diesel
3605,Maruti Alto 800 LXI Airbag,Maruti,2015,275000,50000,Petrol
3606,Honda City i VTEC VX Option,Honda,2015,695000,53000,Petrol
3607,Mercedes-Benz New C-Class C250 Avantgarde,Mercedes-Benz,2011,1250000,64000,Petrol
3608,Audi Q5 3.0 TDI Quattro Technology,Audi,2017,3683000,43827,Diesel
3609,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,2011,270000,36431,Petrol
3610,Hyundai Creta 1.4 E Plus Diesel,Hyundai,2017,990000,35000,Diesel
3611,Honda City 1.5 V MT,Honda,2011,383000,94832,Petrol
3612,Honda City 1.5 S MT,Honda,2012,525000,88381,Petrol
3613,Maruti S Cross DDiS 320 Alpha,Maruti,2016,775000,45194,Diesel
3614,Maruti SX4 Vxi BSIV,Maruti,2010,246000,66000,Petrol
3615,Maruti Swift Dzire VDI,Maruti,2014,396000,38578,Diesel
3616,Maruti Ertiga ZDI,Maruti,2015,825000,40000,Diesel
3617,Hyundai i20 1.2 Spotz,Hyundai,2018,758000,20632,Petrol
3618,Hyundai Grand i10 CRDi Magna,Hyundai,2014,399000,73042,Diesel
3619,Honda City i VTEC SV,Honda,2014,625000,54257,Petrol
3620,Skoda Rapid 1.6 TDI Elegance,Skoda,2013,500000,93000,Diesel
3621,Mercedes-Benz E-Class E270 CDI,Mercedes-Benz,2005,465000,102000,Diesel
3622,Hyundai Santa Fe 4WD AT,Hyundai,2016,2137000,28881,Diesel
3623,Maruti Alto LXi,Maruti,2007,175000,52195,Petrol
3624,ISUZU D-MAX V-Cross 4X4,ISUZU,2018,1609000,20422,Diesel
3625,Hyundai Verna 1.4 CRDi GL,Hyundai,2012,409999,38000,Diesel
3626,Ford Figo Diesel ZXI,Ford,2015,356000,92885,Diesel
3627,Honda City 1.5 S MT,Honda,2010,421000,43000,Petrol
3628,Maruti Swift VDI BSIV W ABS,Maruti,2016,686000,70478,Diesel
3629,Hyundai Verna 1.6 CRDi S,Hyundai,2015,660000,57000,Diesel
3630,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,2018,1435000,32434,Petrol
3631,Ford Ecosport 1.5 DV5 MT Titanium,Ford,2017,950000,32000,Diesel
3632,BMW X6 xDrive30d,BMW,2011,2190000,59000,Diesel
3633,BMW 5 Series 2013-2017 520d Luxury Line,BMW,2016,3045000,76467,Diesel
3634,Ford Figo Aspire 1.5 TDCi Ambiente,Ford,2016,509999,100000,Diesel
3635,Hyundai Verna VTVT 1.6 AT EX,Hyundai,2013,544000,37086,Petrol
3636,Ford Ikon 1.4 TDCi DuraTorq,Ford,2010,160000,135000,Diesel
3637,Audi A6 2011-2015 2.0 TDI,Audi,2014,1667000,54862,Diesel
3638,Honda CR-V Sport,Honda,2010,950000,67758,Petrol
3639,Hyundai i20 2015-2017 Sportz AT 1.4,Hyundai,2012,385000,56200,Petrol
3640,Toyota Fortuner 2.8 4WD MT,Toyota,2011,1064000,169006,Diesel
3641,Renault KWID RXT,Renault,2016,350000,20229,Petrol
3642,Chevrolet Spark 1.0 LT,Chevrolet,2008,110000,62000,Petrol
3643,Hyundai Verna Transform VTVT,Hyundai,2011,260000,51500,Petrol
3644,BMW 3 Series 320d Sport Line,BMW,2012,1850000,69000,Diesel
3645,Hyundai Santro Xing XP,Hyundai,2004,135000,167000,Petrol
3646,Maruti Swift Dzire VDI,Maruti,2015,795000,62476,Diesel
3647,Hyundai Xcent 1.2 CRDi E Plus,Hyundai,2017,549000,60500,Diesel
3648,Honda Jazz V CVT,Honda,2017,695000,17978,Petrol
3649,Tata Indigo LS,Tata,2008,100000,300000,Diesel
3650,Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,2013,445000,123000,Diesel
3651,Maruti S-Cross Alpha DDiS 200 SH,Maruti,2016,699000,45296,Diesel
3652,Maruti SX4 Zxi with Leather BSIII,Maruti,2008,351000,77325,Petrol
3653,Maruti Baleno Zeta Automatic,Maruti,2018,754000,25858,Petrol
3654,Maruti Ritz LDi,Maruti,2016,365000,120000,Diesel
3655,Hyundai Elantra CRDi SX AT,Hyundai,2016,1600000,22000,Diesel
3656,Chevrolet Spark 1.0 LT,Chevrolet,2012,140000,11000,Petrol
3657,Hyundai i20 1.2 Spotz,Hyundai,2017,645000,3900,Petrol
3658,Hyundai Xcent 1.1 CRDi Base,Hyundai,2016,440000,106092,Diesel
3659,Honda Jazz 1.2 V CVT i VTEC,Honda,2015,595000,27000,Petrol
3660,Honda Brio S MT,Honda,2013,390000,11000,Petrol
3661,Mercedes-Benz E-Class E250 CDI Avantgrade,Mercedes-Benz,2016,3528000,39753,Diesel
3662,Tata Hexa XT,Tata,2017,1425000,39800,Diesel
3663,Hyundai Xcent 1.1 CRDi Base,Hyundai,2017,450000,73000,Diesel
3664,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,2015,750000,55000,Diesel
3665,Tata Nano XTA,Tata,2017,341000,18351,Petrol
3666,Honda Brio VX,Honda,2013,325000,45000,Petrol
3667,Maruti Ertiga SHVS ZDI Plus,Maruti,2016,830000,112200,Diesel
3668,Hyundai i10 Sportz 1.2,Hyundai,2010,345000,29000,Petrol
3669,Hyundai Santro Xing XO,Hyundai,2007,210000,57309,Petrol
3670,Mahindra XUV500 W10 2WD,Mahindra,2015,1195000,53392,Diesel
3671,Volkswagen Vento Diesel Highline,Volkswagen,2010,425000,71000,Diesel
3672,Tata Safari Storme 2012-2015 VX,Tata,2014,825000,93000,Diesel
3673,Honda Accord 2.4 Elegance M/T,Honda,2010,595000,119000,Petrol
3674,Maruti Eeco 7 Seater Standard,Maruti,2016,430000,42225,Petrol
3675,Maruti Swift VDI,Maruti,2012,390000,65000,Diesel
3676,Maruti Baleno Zeta Automatic,Maruti,2016,641000,27809,Petrol
3677,Mahindra XUV500 W8 2WD,Mahindra,2015,836000,65100,Diesel
3678,Hyundai Xcent 1.2 Kappa S,Hyundai,2014,385000,51000,Petrol
3679,Mercedes-Benz New C-Class C 220 CDI Style,Mercedes-Benz,2017,3600000,10000,Diesel
3680,Skoda Superb 1.8 TSI MT,Skoda,2011,750000,54895,Petrol
3681,Volkswagen CrossPolo 1.5 TDI,Volkswagen,2015,570000,80768,Diesel
3682,Maruti Ignis 1.2 Delta,Maruti,2019,550000,12076,Petrol
3683,Maruti Swift VDI BSIV,Maruti,2016,590000,49000,Diesel
3684,Honda City i VTEC VX Option,Honda,2015,775000,42366,Petrol
3685,BMW 5 Series 530d Highline Sedan,BMW,2010,1800000,68000,Diesel
3686,Skoda Laura Ambiente,Skoda,2008,440000,122397,Diesel
3687,Volkswagen Polo GT TSI,Volkswagen,2017,827000,50534,Petrol
3688,Renault Duster 85PS Diesel RxL,Renault,2014,475000,55300,Diesel
3689,Honda City 1.5 S AT,Honda,2008,380000,73095,Petrol
3690,Volkswagen Vento Diesel Highline,Volkswagen,2011,340000,51100,Diesel
3691,Hyundai Grand i10 Sportz,Hyundai,2016,470000,13436,Petrol
3692,Ford Fiesta 1.4 ZXi Duratec,Ford,2008,149000,76000,Petrol
3693,Hyundai Xcent 1.1 CRDi S,Hyundai,2016,450000,63141,Diesel
3694,Honda Amaze VX i-DTEC,Honda,2014,540000,74885,Diesel
3695,Honda City i VTEC CVT VX,Honda,2016,1150000,14000,Petrol
3696,Renault Fluence 1.5,Renault,2012,350000,56000,Diesel
3697,BMW 5 Series 520d Luxury Line,BMW,2010,1650000,46000,Diesel
3698,Maruti SX4 ZXI MT BSIV,Maruti,2012,390000,51800,Petrol
3699,Honda City ZX CVT,Honda,2007,325000,81000,Petrol
3700,Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,2018,584000,17370,Petrol
3701,Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,2016,575000,18456,Petrol
3702,Audi A4 2.0 TDI Multitronic,Audi,2010,1000000,59000,Diesel
3703,Maruti Wagon R VXI,Maruti,2006,105000,141537,Petrol
3704,Hyundai Verna SX CRDi AT,Hyundai,2013,564000,51000,Diesel
3705,Mercedes-Benz GLC 220d 4MATIC Style,Mercedes-Benz,2019,5097000,29311,Diesel
3706,BMW 3 Series Luxury Line,BMW,2016,2995000,31000,Diesel
3707,Honda Mobilio V Option i DTEC,Honda,2014,484999,80000,Diesel
3708,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,2016,1450000,33000,Diesel
3709,Honda City 1.5 S MT,Honda,2011,550000,71556,Petrol
3710,Ford Fiesta 1.4 TDCi EXI,Ford,2011,320000,85000,Diesel
3711,Maruti Swift Dzire LDI,Maruti,2016,450000,91000,Diesel
3712,Mercedes-Benz E-Class E250 CDI Launch Edition,Mercedes-Benz,2015,3072000,73187,Diesel
3713,Chevrolet Captiva LT,Chevrolet,2009,350000,232000,Diesel
3714,Toyota Innova 2.5 V Diesel 7-seater,Toyota,2007,699000,127079,Diesel
3715,Mahindra Quanto C8,Mahindra,2014,345000,58816,Diesel
3716,Honda City i VTEC V,Honda,2015,657000,63818,Petrol
3717,Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,2014,1750000,40000,Diesel
3718,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,2013,375000,77445,Diesel
3719,Ford EcoSport 1.5 Petrol Titanium Plus AT,Ford,2017,999000,14000,Petrol
3720,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,2012,819999,85122,Diesel
3721,Honda City 1.5 EXI,Honda,2005,110000,123000,Petrol
3722,Maruti SX4 Green Vxi (CNG),Maruti,2015,389000,61000,CNG
3723,Maruti Alto 800 2016-2019 LXI Optional,Maruti,2015,245000,63714,Petrol
3724,Mercedes-Benz M-Class ML 320 CDI,Mercedes-Benz,2009,1375000,53000,Diesel
3725,Maruti Swift Dzire LDI,Maruti,2017,300000,60000,Diesel
3726,Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,2017,925000,33000,Diesel
3727,Volvo S60 D5 Summum,Volvo,2013,1764999,31000,Diesel
3728,Toyota Fortuner 4x2 AT,Toyota,2014,1825000,79000,Diesel
3729,Hyundai i20 Sportz Option Diesel,Hyundai,2013,345000,67914,Diesel
3730,Audi A4 35 TDI Premium,Audi,2015,2375000,58970,Diesel
3731,Nissan Terrano XV D Pre,Nissan,2013,545000,60000,Diesel
3732,Maruti Celerio ZXI AMT,Maruti,2017,525000,35225,Petrol
3733,Maruti Esteem Vxi,Maruti,2005,110000,69496,Petrol
3734,Hyundai i10 Sportz AT,Hyundai,2012,290000,62282,Petrol
3735,BMW 3 Series 320d,BMW,2010,1420000,80000,Diesel
3736,Hyundai Grand i10 Sportz,Hyundai,2018,580000,43698,Petrol
3737,Hyundai Grand i10 Asta Option AT,Hyundai,2017,722000,28052,Petrol
3738,Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,2016,487000,29091,Petrol
3739,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,2013,330000,63000,Petrol
3740,Honda City ZX EXi,Honda,2007,300000,91000,Petrol
3741,Mercedes-Benz GLA Class 200 CDI,Mercedes-Benz,2014,2600000,30000,Diesel
3742,Maruti Omni 8 Seater BSIV,Maruti,2017,290000,24571,Petrol
3743,Hyundai Verna 1.6 SX VTVT AT,Hyundai,2014,750000,45000,Petrol
3744,Maruti Alto 800 LXI,Maruti,2015,236000,24617,Petrol
3745,Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,2017,1139000,26927,Diesel
3746,Mahindra XUV500 W8 2WD,Mahindra,2013,702000,87736,Diesel
3747,Maruti Vitara Brezza ZDi,Maruti,2016,800000,35299,Diesel
3748,Hyundai i20 1.2 Spotz,Hyundai,2017,711000,51612,Petrol
3749,Mercedes-Benz E-Class 250 D W 210,Mercedes-Benz,1998,390000,55300,Diesel
3750,Maruti Alto LXi,Maruti,2009,215000,65090,Petrol
3751,Honda Amaze S i-Vtech,Honda,2013,325000,40000,Petrol
3752,Land Rover Range Rover Sport HSE,Land,2015,7066000,38467,Diesel
3753,Hyundai Grand i10 CRDi Magna,Hyundai,2013,461000,71904,Diesel
3754,Honda Civic 2006-2010 1.8 S MT,Honda,2008,235000,87000,Petrol
3755,Hyundai Grand i10 CRDi Magna,Hyundai,2014,405000,33000,Diesel
3756,Maruti 800 AC Uniq,Maruti,2009,80000,22100,Petrol
3757,Toyota Etios Liva Diesel,Toyota,2014,560000,59589,Diesel
3758,Hyundai i20 Magna 1.4 CRDi,Hyundai,2015,535000,44000,Diesel
3759,Maruti Alto K10 VXI,Maruti,2017,325000,12000,Petrol
3760,BMW X1 sDrive20d,BMW,2012,1150000,66000,Diesel
3761,Maruti Celerio VXI AT,Maruti,2016,425000,38009,Petrol
3762,Skoda Superb Elegance 1.8 TSI AT,Skoda,2009,445000,35000,Petrol
3763,Mahindra Xylo E4,Mahindra,2009,285000,70000,Diesel
3764,Mahindra XUV500 W8 2WD,Mahindra,2014,785000,86000,Diesel
3765,Maruti Swift Dzire VXI,Maruti,2016,530000,32000,Petrol
3766,Ford Ecosport 1.0 Ecoboost Platinum Edition,Ford,2017,800000,15000,Petrol
3767,Toyota Corolla Altis Diesel D4DG,Toyota,2014,943000,69918,Diesel
3768,Hyundai i20 2015-2017 1.2 Magna,Hyundai,2012,275000,39000,Petrol
3769,Renault Captur 1.5 Diesel Platine Mono,Renault,2018,1350000,1011,Diesel
3770,Mercedes-Benz E-Class 280 CDI,Mercedes-Benz,2009,999000,85000,Diesel
3771,Maruti Baleno RS 1.0 Petrol,Maruti,2017,695000,46663,Petrol
3772,Nissan Sunny 2011-2014 XL AT Special Edition,Nissan,2015,675000,27000,Petrol
3773,Hyundai Grand i10 AT Asta,Hyundai,2015,550000,15000,Petrol
3774,Maruti Ciaz Zeta,Maruti,2018,918000,10575,Petrol
3775,Hyundai Xcent 1.2 Kappa S,Hyundai,2014,415000,12500,Petrol
3776,Hyundai Verna 1.6 SX CRDi (O),Hyundai,2012,650000,52000,Diesel
3777,Maruti Wagon R VXI 1.2,Maruti,2015,411000,49818,Petrol
3778,Hyundai Verna CRDi,Hyundai,2008,225000,90000,Diesel
3779,Toyota Etios Liva G,Toyota,2015,455999,52207,Petrol
3780,Mahindra Xylo E4 ABS BS III,Mahindra,2013,400000,167362,Diesel
3781,Toyota Etios Liva GD,Toyota,2015,527000,49894,Diesel
3782,Mahindra Thar DI 4X4,Mahindra,2019,911000,13024,Diesel
3783,Nissan X-Trail SLX MT,Nissan,2010,620000,128000,Diesel
3784,Toyota Innova Crysta 2.8 ZX AT,Toyota,2017,1997000,26023,Diesel
3785,Hyundai Creta 1.4 CRDi S,Hyundai,2016,1017000,42784,Diesel
3786,Maruti Swift VDI,Maruti,2014,450000,115000,Diesel
3787,Hyundai Verna 1.6 CRDI SX Option,Hyundai,2019,1428000,30529,Diesel
3788,Maruti Alto LXi BSIII,Maruti,2012,247000,14814,Petrol
3789,Maruti S Cross DDiS 200 Alpha,Maruti,2016,790000,58000,Diesel
3790,Hyundai EON Era,Hyundai,2011,229999,68128,Petrol
3791,Nissan Terrano XL,Nissan,2013,650000,63220,Petrol
3792,Hyundai EON Era,Hyundai,2016,325000,30000,Petrol
3793,Tata Zest Quadrajet 1.3 XT,Tata,2017,585000,27768,Diesel
3794,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mercedes-Benz,2014,2900000,53000,Diesel
3795,Audi Q5 2.0 TDI Premium Plus,Audi,2014,2571000,87652,Diesel
3796,Ford Fiesta 1.6 ZXi Leather,Ford,2008,185000,94873,Petrol
3797,BMW 3 Series 320d Prestige,BMW,2015,2275000,56000,Diesel
3798,Maruti Baleno RS 1.0 Petrol,Maruti,2018,832000,18678,Petrol
3799,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Mercedes-Benz,2014,2600000,30000,Diesel
3800,Ford Endeavour Hurricane LE,Ford,2012,700000,129000,Diesel
3801,Hyundai i10 Sportz 1.2,Hyundai,2013,345000,59000,Petrol
3802,Hyundai Grand i10 Asta Option,Hyundai,2017,515000,13000,Petrol
3803,Honda Brio S MT,Honda,2014,351000,74325,Petrol
3804,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,2015,345000,45000,Diesel
3805,Volkswagen Polo Petrol Highline 1.2L,Volkswagen,2013,375000,57000,Petrol
3806,Honda City 1.5 EXI,Honda,2001,145000,125943,Petrol
3807,Skoda Octavia Ambiente 1.9 TDI,Skoda,2008,220000,80000,Diesel
3808,Ford Endeavour 2.5L 4X2,Ford,2010,799000,154000,Diesel
3809,Chevrolet Cruze LTZ,Chevrolet,2013,675000,62000,Diesel
3810,Honda CR-V AT With Sun Roof,Honda,2013,1199000,27000,Petrol
3811,Honda Mobilio V i DTEC,Honda,2014,500000,45000,Diesel
3812,Maruti Ertiga VDI,Maruti,2012,590000,105000,Diesel
3813,Hyundai Grand i10 Sportz,Hyundai,2013,375000,26000,Petrol
3814,Jaguar XF 3.0 Litre S Premium Luxury,Jaguar,2014,2950000,30900,Diesel
3815,Honda Amaze VX i-Vtech,Honda,2014,475000,48000,Petrol
3816,Audi A6 2.7 TDI,Audi,2011,1150000,112719,Diesel
3817,Hyundai i20 1.2 Spotz,Hyundai,2017,695000,5000,Petrol
3818,Volkswagen Ameo 1.2 MPI Highline Plus 16,Volkswagen,2016,540000,16000,Petrol
3819,Renault Fluence 2.0,Renault,2011,475000,63000,Petrol
3820,Maruti Alto K10 VXI,Maruti,2011,215000,28300,Petrol
3821,Maruti Alto Std,Maruti,2005,90000,49000,Petrol
3822,Maruti Wagon R VXI BS IV,Maruti,2016,350000,12501,Petrol
3823,Fiat Linea 1.3 Emotion,Fiat,2016,585000,56628,Diesel
3824,Maruti Swift Dzire Vdi BSIV,Maruti,2010,315000,105000,Diesel
3825,Renault Scala Diesel RxL,Renault,2016,600000,52126,Diesel
3826,Hyundai i20 Magna,Hyundai,2010,223000,38000,Petrol
3827,Hyundai Xcent 1.2 Kappa SX Option,Hyundai,2016,250000,50000,Petrol
3828,Maruti Wagon R LXI,Maruti,2015,387000,50230,Petrol
3829,Mahindra XUV500 W8 2WD,Mahindra,2014,950000,31000,Diesel
3830,Toyota Fortuner 4x2 AT,Toyota,2014,1775000,79000,Diesel
3831,Renault Duster 110PS Diesel RxZ Plus,Renault,2012,375000,130000,Diesel
3832,Hyundai Santro Xing GLS,Hyundai,2010,150000,115000,Petrol
3833,Hyundai Verna 1.6 SX VTVT,Hyundai,2013,500000,41500,Petrol
3834,BMW X1 sDrive 20d Exclusive,BMW,2014,1700000,54385,Diesel
3835,Honda Civic 2006-2010 1.8 V AT,Honda,2011,438000,56361,Petrol
3836,Audi A6 35 TFSI Matrix,Audi,2018,4150000,22000,Petrol
3837,Maruti Wagon R LXI BS IV,Maruti,2017,300000,8000,Petrol
3838,Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,2018,1100000,28741,Diesel
3839,Land Rover Discovery 3 TDV6 Diesel Automatic,Land,2012,1400000,117236,Diesel
3840,Maruti Dzire New,Maruti,2016,765000,30500,Diesel
3841,Hyundai Verna VTVT 1.6 SX,Hyundai,2018,869999,5000,Petrol
3842,Maruti Ertiga ZDI Plus,Maruti,2016,990000,42000,Diesel
3843,Hyundai Accent GLE,Hyundai,2010,204999,32773,Petrol
3844,Hyundai i20 1.2 Sportz,Hyundai,2016,525000,19008,Petrol
3845,Hyundai Verna VTVT 1.6 SX,Hyundai,2012,577000,32542,Petrol
3846,Maruti Alto LX,Maruti,2010,195000,94753,Petrol
3847,Mahindra Scorpio VLX,Mahindra,2011,745000,70000,Diesel
3848,Maruti Wagon R LXI,Maruti,2012,260000,68347,Petrol
3849,Hyundai i20 1.2 Sportz,Hyundai,2011,325000,72000,Petrol
3850,Maruti Ritz VDi,Maruti,2010,385000,75014,Diesel
3851,Renault Koleos 2.0 Diesel,Renault,2013,750000,65000,Diesel
3852,BMW 3 Series 320d,BMW,2012,1150000,55598,Diesel
3853,Honda Brio V MT,Honda,2013,325000,50000,Petrol
3854,Hyundai Sonata GOLD,Hyundai,2003,150000,44200,Petrol
3855,Maruti Swift Dzire VDi,Maruti,2014,531000,65000,Diesel
3856,Mahindra XUV500 W8 4WD,Mahindra,2013,900000,49000,Diesel
3857,Hyundai i10 Sportz 1.1L,Hyundai,2016,359000,7200,Petrol
3858,Maruti Ciaz ZXi Plus,Maruti,2016,735000,43152,Petrol
3859,Toyota Innova 2.5 V Diesel 8-seater,Toyota,2013,1200000,112000,Diesel
3860,Hyundai Grand i10 Sportz,Hyundai,2017,602000,23540,Petrol
3861,Chevrolet Optra Magnum 2.0 LS BSIII,Chevrolet,2008,256999,82160,Diesel
3862,Mahindra Ssangyong Rexton RX5,Mahindra,2013,1245000,57000,Diesel
3863,Mahindra XUV500 W8 2WD,Mahindra,2015,1263000,39335,Diesel
3864,Honda City i VTEC SV,Honda,2014,775000,62000,Petrol
3865,Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,550000,60000,Diesel
3866,Hyundai i20 Sportz 1.2,Hyundai,2015,443000,35000,Petrol
3867,Mercedes-Benz CLA 200 CDI Sport,Mercedes-Benz,2016,2451000,32345,Diesel
3868,Hyundai EON Magna,Hyundai,2014,265000,47000,Petrol
3869,Maruti Alto 800 2016-2019 CNG LXI,Maruti,2012,210000,65537,CNG
3870,Toyota Etios G Safety,Toyota,2011,320000,36000,Petrol
3871,Maruti Swift Dzire Tour LDI,Maruti,2016,425000,75000,Diesel
3872,Maruti Alto LXi,Maruti,2008,110000,38000,Petrol
3873,Maruti Celerio ZXI,Maruti,2015,430000,57818,Petrol
3874,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,2015,890000,45000,Diesel
3875,Nissan Terrano XV 110 PS Limited Edition,Nissan,2015,650000,75055,Diesel
3876,Honda Accord VTi-L AT,Honda,2009,350000,65462,Petrol
3877,Maruti Swift Ldi BSIII,Maruti,2008,425000,76206,Diesel
3878,Mahindra XUV500 AT W10 FWD,Mahindra,2018,1646000,25948,Diesel
3879,Honda Jazz 1.2 VX i VTEC,Honda,2016,595000,28500,Petrol
3880,Honda City i VTEC V,Honda,2015,710000,28004,Petrol
3881,Fiat Grande Punto 1.2 Dynamic,Fiat,2011,125000,25000,Petrol
3882,Maruti Estilo LXI,Maruti,2010,250000,40000,Petrol
3883,Maruti Ertiga ZXI,Maruti,2013,550000,82543,Petrol
3884,Nissan Micra XL,Nissan,2013,325000,30000,Petrol
3885,Honda City 1.5 V MT,Honda,2010,500000,27800,Petrol
3886,Toyota Etios VX,Toyota,2016,658000,33415,Petrol
3887,BMW 3 Series 320d Luxury Line,BMW,2013,1950000,38000,Diesel
3888,Honda Jazz 1.2 SV i VTEC,Honda,2017,614000,41981,Petrol
3889,Maruti Dzire VDI,Maruti,2013,495000,77084,Diesel
3890,Skoda Rapid 1.6 TDI Elegance,Skoda,2013,575000,71803,Diesel
3891,Mahindra XUV500 W6 2WD,Mahindra,2013,660000,73314,Diesel
3892,Hyundai Grand i10 AT Asta,Hyundai,2015,572000,69053,Petrol
3893,Honda City 1.5 V MT,Honda,2009,260000,79782,Petrol
3894,Toyota Innova 2.5 GX 7 STR,Toyota,2010,650000,250000,Diesel
3895,Mahindra XUV500 W8 2WD,Mahindra,2011,610000,90000,Diesel
3896,Maruti Swift Dzire VDi,Maruti,2010,385000,130000,Diesel
3897,Volkswagen Vento Petrol Highline,Volkswagen,2013,450000,65000,Petrol
3898,Toyota Etios GD,Toyota,2013,530000,46496,Diesel
3899,Audi A4 2.0 TDI,Audi,2013,1825000,76000,Diesel
3900,Maruti Ertiga LXI,Maruti,2012,575000,28002,Petrol
3901,Toyota Corolla Altis 1.8 G CNG,Toyota,2010,335000,63000,CNG
3902,Maruti 800 AC,Maruti,2010,90000,70000,Petrol
3903,Honda City 1.5 V MT,Honda,2011,550000,66276,Petrol
3904,Maruti Swift Dzire VXI,Maruti,2014,399000,45000,Petrol
3905,Toyota Camry Hybrid,Toyota,2014,1875000,67000,Petrol
3906,Hyundai Grand i10 CRDi Sportz,Hyundai,2014,350000,43068,Diesel
3907,Toyota Innova Crysta 2.8 GX AT 8S,Toyota,2016,1645000,40000,Diesel
3908,Hyundai i10 Magna,Hyundai,2011,365000,50436,Petrol
3909,Hyundai Grand i10 AT Asta,Hyundai,2014,540000,21000,Petrol
3910,Maruti Baleno Alpha Diesel,Maruti,2018,869999,2000,Diesel
3911,Skoda Superb Style 1.8 TSI AT,Skoda,2016,2075000,14500,Petrol
3912,Mercedes-Benz New C-Class 220 CDI AT,Mercedes-Benz,2010,1250000,68782,Diesel
3913,Maruti Ritz VDi,Maruti,2011,189000,35888,Diesel
3914,Maruti Swift Dzire Tour LDI,Maruti,2015,400000,168205,Diesel
3915,Honda Civic 2010-2013 1.8 V MT,Honda,2012,395000,47000,Petrol
3916,Maruti Ertiga SHVS VDI,Maruti,2015,785000,93700,Diesel
3917,Hyundai Elantra CRDi SX,Hyundai,2014,700000,45000,Diesel
3918,Toyota Fortuner 4x2 AT,Toyota,2016,2499000,55547,Diesel
3919,Volkswagen Polo GT TSI,Volkswagen,2013,450000,69000,Petrol
3920,Skoda Octavia Classic 1.9 TDI MT,Skoda,2005,125000,88000,Diesel
3921,Volkswagen Polo 1.5 TDI Trendline,Volkswagen,2014,395000,32400,Diesel
3922,Hyundai Santro Xing GL Plus,Hyundai,2012,160000,79000,Petrol
3923,Hyundai Accent GLE,Hyundai,2004,60000,110000,Petrol
3924,Hyundai EON D Lite Plus,Hyundai,2014,339000,45407,Petrol
3925,Toyota Innova 2.5 V Diesel 7-seater,Toyota,2011,980000,136490,Diesel
3926,Maruti Ignis 1.3 Zeta,Maruti,2017,591000,19000,Diesel
3927,Maruti Ciaz Alpha,Maruti,2017,825000,19416,Petrol
3928,Maruti Swift Dzire VXi,Maruti,2012,375000,15500,Petrol
3929,Honda City i VTEC CVT VX,Honda,2017,1250000,12538,Petrol
3930,Maruti Swift VDI BSIV W ABS,Maruti,2015,595000,62588,Diesel
3931,Honda Brio S MT,Honda,2015,380000,44328,Petrol
3932,Toyota Etios Liva GD,Toyota,2014,434999,63000,Diesel
3933,Volvo XC60 D5,Volvo,2015,3250000,100000,Diesel
3934,Tata Indigo CS eGVX,Tata,2015,300000,103000,Petrol
3935,Toyota Innova Crysta 2.8 ZX AT,Toyota,2016,1900000,50296,Diesel
3936,Volkswagen Vento Diesel Highline,Volkswagen,2013,500000,95500,Diesel
3937,Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,545000,72100,Diesel
3938,Maruti Wagon R VXI,Maruti,2010,270000,19119,Petrol
3939,Mercedes-Benz S-Class 320 L,Mercedes-Benz,2006,1075000,30000,Petrol
3940,Volkswagen Polo 1.5 TDI Highline,Volkswagen,2015,580000,75600,Diesel
3941,Tata Indica GLS BS IV,Tata,2007,95000,137000,Petrol
3942,Maruti 800 Std BSIII,Maruti,2002,63000,53500,Petrol
3943,Jeep Compass 2.0 Longitude,Jeep,2018,1755000,26101,Diesel
3944,Maruti Alto K10 LXI Optional,Maruti,2016,300000,7000,Petrol
3945,Skoda Octavia Elegance 2.0 TDI AT,Skoda,2013,1500000,50000,Diesel
3946,Maruti Swift Dzire VDI Optional,Maruti,2016,600000,30000,Diesel
3947,Maruti Ciaz VDi Plus SHVS,Maruti,2016,765000,38151,Diesel
